Document_No,Company_Code,Account,Amount,Doc_Type,Posting_Key,User_ID
102668,1000,400000,4865115.305197033,SA,31,U003
102669,2000,500000,5450703.634727673,KR,31,U001
102670,2000,400000,5618422.585000719,SA,50,U003
102671,1000,400000,6285392.269310528,SA,50,U002
102672,2000,400001,4588240.605643231,SA,50,U002
102673,1000,500000,4991105.094539568,KR,40,U002
102674,1000,400001,4024814.8712830665,SA,50,U001
102675,1000,400000,6461009.133631274,SA,40,U001
102676,1000,400001,3419609.634236927,SA,50,U002
102677,1000,500000,50770364.08660358,KR,40,U002
102678,1000,400001,5074775.6658329135,SA,50,U002
102679,1000,500000,5334742.344389318,KR,50,U002
102680,2000,500000,38939717.80013023,KR,31,U003
102681,1000,400001,5024880.526490633,SA,50,U002
102682,1000,400000,5470467.679795602,KR,31,U001
102683,2000,400001,3690682.0305429935,KR,50,U001
102684,2000,400000,4478299.010324878,SA,50,U001
102685,2000,400000,4323954.172953073,SA,31,U001
102686,1000,400001,5357923.826828654,SA,31,U001
102687,3000,400000,5003492.958723082,SA,40,U002
102688,3000,400000,5494476.672343046,KR,31,U002
102689,2000,400001,5131820.003345085,KR,40,U003
102690,3000,400001,5846871.068652797,SA,50,U003
102691,2000,400001,4407780.567192997,SA,31,U003
102692,1000,400000,5046524.62388019,SA,31,U002
102693,3000,500000,5887490.731202011,KR,50,U003
102694,1000,400000,5727460.838416538,SA,50,U002
102695,3000,500000,3816284.35483993,KR,50,U001
102696,1000,400001,4183111.368812223,KR,50,U002
102697,3000,500000,4934567.249036172,KR,31,U002
102698,1000,400001,4812130.661806978,KR,50,U001
102699,1000,400001,4947658.617158468,SA,50,U001
102700,3000,500000,5636952.240201477,SA,31,U001
102701,1000,400001,5231506.404001657,SA,40,U003
102702,1000,500000,5278152.722415384,KR,31,U003
102703,1000,400001,5536490.85488274,KR,40,U003
102704,3000,400000,5859339.364116447,SA,50,U001
102705,3000,400000,2555190.2708280417,KR,31,U003
102706,1000,400001,4690698.8414095575,KR,50,U001
102707,1000,400001,4293625.770192239,KR,31,U001
102708,3000,500000,5380252.908715882,SA,40,U001
102709,3000,400000,4630316.835532276,SA,31,U003
102710,1000,500000,5060689.293532098,SA,50,U003
102711,1000,400001,5681714.461122006,KR,31,U001
102712,1000,400001,4517611.248977472,SA,50,U003
102713,2000,500000,5290252.538169775,SA,31,U002
102714,3000,400001,6243062.2585283425,SA,40,U003
102715,2000,400000,5665292.367897265,KR,31,U001
102716,3000,500000,3731378.114656018,KR,31,U001
102717,3000,400000,4766602.638979119,KR,31,U001
102718,3000,400000,5284653.068221597,KR,31,U002
102719,3000,400000,5442227.084977544,KR,40,U001
102720,3000,500000,4798120.769370203,SA,50,U001
102721,3000,400001,4488168.887208373,SA,31,U003
102722,3000,400000,5054210.347879175,KR,31,U002
102723,2000,400000,33043937.895072356,KR,31,U003
102724,1000,400000,5879787.412835615,SA,40,U001
102725,1000,400001,6494944.7791585345,KR,50,U001
102726,2000,400001,5315755.174760099,KR,50,U002
102727,2000,500000,4814049.157176709,KR,31,U001
102728,2000,400001,5752720.799930917,KR,31,U002
102729,2000,500000,5617543.379486939,KR,50,U003
102730,3000,500000,4779567.403115661,SA,31,U002
102731,1000,500000,4961725.144520197,SA,31,U003
102732,3000,500000,4512372.528697523,KR,31,U001
102733,1000,500000,5131747.859948776,KR,40,U003
102734,1000,400000,5239127.312036199,SA,40,U003
102735,2000,400001,4375893.876583443,KR,50,U003
102736,3000,400000,4140258.9266976826,SA,40,U002
102737,2000,500000,3939187.6703727474,KR,40,U003
102738,3000,400001,5333227.730089634,SA,50,U002
102739,1000,400000,4990813.944303915,SA,40,U002
102740,2000,400000,4933140.682516138,KR,50,U002
102741,2000,500000,42972965.90300373,KR,31,U001
102742,1000,400000,4279230.419449299,SA,50,U001
102743,1000,400000,4143797.8118630457,KR,50,U001
102744,1000,400000,5192865.535175087,SA,50,U002
102745,2000,400000,3617056.8323355545,KR,31,U001
102746,3000,400000,4792812.37525262,KR,31,U003
102747,2000,500000,55785256.78449842,KR,31,U002
102748,3000,500000,3921170.0297179804,SA,50,U001
102749,2000,400000,4656206.112055421,SA,50,U002
102750,2000,500000,3301685.7570481854,KR,50,U001
102751,1000,500000,4813017.553422284,SA,50,U003
102752,3000,400001,6573229.142612248,KR,50,U002
102753,2000,400000,5373533.94943232,SA,50,U001
102754,2000,500000,4508976.55270322,KR,50,U001
102755,1000,500000,6745128.516216879,SA,40,U003
102756,1000,400000,3606117.912385272,SA,31,U003
102757,3000,400001,5363154.527805615,SA,40,U001
102758,2000,400000,5051930.22967435,SA,31,U001
102759,3000,400001,4802380.255271667,SA,50,U002
102760,2000,400000,5645673.178983076,SA,40,U002
102761,3000,400000,4054416.4733797596,KR,50,U001
102762,1000,400000,5250098.107097863,KR,40,U003
102763,2000,400000,5148526.658211613,SA,40,U002
102764,3000,400001,4303189.869509029,KR,50,U001
102765,1000,400001,6559996.464333855,SA,40,U003
102766,1000,500000,4854530.1893106885,KR,40,U003
102767,3000,400000,4889079.702244233,KR,31,U001
102768,2000,400001,4177858.2597634066,KR,50,U001
102769,2000,400001,4869327.639106894,KR,50,U002
102770,1000,400001,6867803.685455188,SA,40,U001
102771,2000,400000,4797830.512022732,KR,50,U002
102772,2000,500000,5414961.554410914,KR,31,U003
102773,2000,400001,5760438.18559481,KR,31,U002
102774,1000,400000,4854878.151087923,SA,50,U001
102775,3000,400001,4672327.75817296,KR,50,U002
102776,2000,400001,5377811.104980938,SA,31,U003
102777,1000,500000,4806993.304892479,SA,50,U003
102778,1000,400001,4734523.9417709885,KR,40,U001
102779,3000,400001,5751911.91540757,SA,50,U002
102780,2000,400000,4944461.53046956,KR,40,U001
102781,2000,400000,5970591.870611792,KR,31,U001
102782,3000,500000,4926458.649405503,KR,50,U003
102783,3000,400000,31569948.42654278,KR,31,U002
102784,1000,400000,2259363.717733078,KR,50,U001
102785,1000,500000,3529481.242517848,KR,40,U003
102786,3000,400001,3667231.6269885898,KR,50,U001
102787,2000,500000,5213230.344662318,SA,31,U002
102788,1000,400000,4222933.845428689,SA,40,U001
102789,1000,500000,3420694.899148673,KR,50,U002
102790,2000,400001,4895275.44922005,KR,31,U003
102791,1000,500000,4134537.5462953164,SA,31,U003
102792,2000,400000,5370479.310339172,KR,50,U001
102793,2000,400000,5350614.917813463,SA,31,U003
102794,2000,500000,5435269.025746544,SA,40,U001
102795,3000,400001,2953375.5781647144,KR,50,U001
102796,3000,500000,5036327.301103905,KR,40,U002
102797,3000,400001,4902878.079945552,SA,31,U001
102798,2000,400001,4022684.5761777633,SA,31,U002
102799,2000,500000,3290055.389970839,KR,31,U001
102800,3000,400001,4913052.063090059,KR,40,U002
102801,1000,400000,5851292.843004964,SA,31,U003
102802,2000,500000,2934593.917939781,SA,50,U001
102803,1000,400001,4333983.301676802,SA,50,U002
102804,1000,400000,5105228.09038893,KR,31,U001
102805,2000,500000,47199487.96283924,KR,50,U002
102806,2000,400000,38000822.30923957,KR,40,U002
102807,1000,400000,6544802.358424626,SA,40,U001
102808,1000,400000,3563754.7685758267,SA,31,U001
102809,3000,400001,27091597.301510736,KR,50,U003
102810,3000,500000,46513376.31823161,SA,50,U003
102811,2000,500000,3120300.598378584,SA,31,U003
102812,3000,400001,5369225.86904052,SA,40,U001
102813,3000,500000,4764374.04920495,SA,31,U003
102814,3000,400000,4279199.518048001,SA,50,U002
102815,3000,500000,4658666.233224902,KR,50,U001
102816,1000,400001,3968742.485096449,KR,31,U002
102817,2000,400000,4745332.755666979,KR,40,U002
102818,3000,400001,5013935.4674838865,KR,40,U002
102819,1000,400000,4667022.4188430905,KR,31,U001
102820,1000,400000,4532050.9742549835,SA,50,U001
102821,1000,500000,5203309.596032439,SA,40,U003
102822,3000,400000,6327657.436635864,SA,31,U003
102823,3000,400001,4787037.278414084,KR,50,U003
102824,2000,500000,5655992.404003374,SA,40,U003
102825,3000,400001,4227058.401595726,SA,40,U002
102826,3000,400000,3932734.959340101,SA,31,U001
102827,1000,400001,5362652.309851219,KR,50,U003
102828,2000,400001,4813172.36513332,SA,40,U002
102829,3000,400000,5903597.873314466,SA,31,U001
102830,3000,500000,6060338.812555008,KR,40,U001
102831,1000,400001,5671267.87394199,KR,50,U001
102832,1000,400000,5653886.664320147,SA,40,U002
102833,3000,500000,2259709.5315256203,KR,50,U003
102834,2000,500000,5355617.999653623,SA,40,U001
102835,2000,500000,5690303.863572003,KR,40,U002
102836,1000,400001,3982573.9182706056,SA,31,U001
102837,1000,400001,5007018.009271829,SA,40,U002
102838,3000,400001,4165817.4285262106,KR,50,U003
102839,1000,500000,5822008.475840703,KR,31,U003
102840,3000,400001,4235201.547938802,KR,50,U001
102841,2000,400000,4365710.314450682,KR,50,U003
102842,2000,400001,4628759.867155188,SA,31,U003
102843,3000,400001,6799528.177520219,KR,50,U002
102844,1000,500000,5803737.8160609575,SA,40,U002
102845,2000,400001,6290083.087131107,SA,31,U001
102846,1000,400000,3549504.1156158075,SA,40,U002
102847,2000,500000,3984564.2030619467,KR,40,U003
102848,3000,400000,6070863.7149741575,SA,50,U002
102849,3000,500000,3591871.0814186605,SA,50,U003
102850,3000,500000,4462652.663320268,KR,40,U001
102851,2000,400001,6644273.072502285,SA,31,U003
102852,1000,400000,4229228.215756248,SA,40,U002
102853,1000,500000,3543202.0378278196,SA,40,U002
102854,1000,400001,5037979.603501063,KR,50,U002
102855,2000,500000,3576205.620671006,SA,50,U002
102856,2000,500000,5989800.058378333,SA,40,U001
102857,2000,500000,4284113.000408244,SA,40,U003
102858,2000,500000,4123808.776870464,KR,50,U002
102859,2000,500000,5023505.882131201,KR,40,U003
102860,1000,500000,4676449.718019635,KR,50,U001
102861,2000,400001,5201879.354944656,SA,40,U003
102862,2000,500000,5417203.55952216,SA,31,U002
102863,1000,400000,4826169.805218484,SA,31,U003
102864,2000,400001,32566728.896089397,SA,40,U002
102865,1000,400000,5584406.628051812,SA,50,U002
102866,1000,500000,4445272.145518137,KR,40,U001
102867,3000,400000,4304728.820395439,SA,40,U001
102868,3000,500000,5114128.492124841,SA,50,U003
102869,3000,500000,27656560.516763702,KR,40,U003
102870,3000,400001,42501606.61214114,KR,50,U002
102871,2000,400001,41252876.824858814,SA,40,U002
102872,3000,500000,5897455.712218416,KR,50,U002
102873,1000,400001,4599686.288332486,KR,40,U002
102874,2000,400000,6059865.225617814,KR,31,U001
102875,3000,400001,5423714.320401501,SA,50,U002
102876,1000,400001,4978568.660445409,KR,31,U001
102877,2000,400000,6453356.74040483,SA,50,U003
102878,2000,400001,5076170.184677427,KR,50,U003
102879,3000,500000,4585306.137897879,SA,50,U001
102880,2000,400000,5099071.994457193,SA,50,U002
102881,1000,500000,4568824.666308814,SA,40,U003
102882,2000,400000,5298917.3444757555,KR,40,U001
102883,1000,500000,6056549.825598004,KR,50,U003
102884,2000,500000,4993596.774008593,KR,40,U002
102885,3000,400001,5072111.728058662,SA,50,U001
102886,1000,500000,5638264.95562343,KR,50,U003
102887,2000,400001,5949792.019286504,KR,31,U002
102888,2000,400000,4637891.787827341,SA,50,U001
102889,2000,500000,5137868.804962904,KR,50,U001
102890,1000,500000,5641809.845957399,SA,40,U001
102891,1000,400000,5263961.80486163,KR,50,U001
102892,1000,400000,3510328.451385095,SA,50,U003
102893,3000,500000,5786181.5679291375,SA,31,U001
102894,3000,400000,5418305.051770989,KR,40,U001
102895,1000,400001,5475158.992165445,SA,40,U001
102896,2000,400000,4046279.4178773114,KR,31,U001
102897,3000,400000,5121911.947761738,KR,50,U001
102898,1000,500000,5674676.186723703,KR,31,U002
102899,2000,400001,4295535.516077438,KR,40,U003
102900,3000,400000,4503564.360124493,SA,31,U002
102901,2000,400001,5688383.296854077,SA,40,U003
102902,2000,400001,4466317.900183471,SA,31,U001
102903,2000,400001,4833192.897963569,KR,50,U003
102904,2000,500000,4172305.072714204,KR,50,U001
102905,3000,400000,6455950.853855332,SA,40,U001
102906,3000,500000,5416498.212134847,SA,31,U002
102907,3000,400000,4795684.018635067,KR,40,U002
102908,1000,400000,4646099.847574238,KR,50,U002
102909,3000,500000,4017308.3014820907,KR,40,U003
102910,2000,400001,4911919.92701754,SA,50,U003
102911,3000,400001,5532046.464952037,KR,40,U002
102912,2000,400000,4352148.722178613,SA,31,U002
102913,1000,500000,5084432.897037106,KR,50,U001
102914,2000,400001,4706094.580280784,SA,40,U003
102915,2000,400001,6104092.743660399,KR,50,U001
102916,2000,400000,4490640.988819575,SA,31,U003
102917,1000,400000,5621724.6995494645,SA,50,U002
102918,3000,500000,6115218.076754694,SA,31,U003
102919,3000,400000,4698295.516977945,KR,50,U003
102920,1000,400001,4529138.041879805,SA,31,U001
102921,2000,400001,5738161.854819702,SA,50,U002
102922,3000,400001,3575020.8684785264,KR,31,U002
102923,1000,400001,5344475.711282121,SA,40,U002
102924,3000,500000,3739742.5657300144,SA,40,U001
102925,1000,500000,5977929.332133064,KR,50,U001
102926,2000,400000,4798322.924433332,SA,31,U001
102927,3000,400000,4927377.527406184,KR,40,U003
102928,1000,400000,4420600.6325138565,SA,50,U003
102929,3000,500000,3733834.18938223,KR,40,U001
102930,3000,400001,6012688.35010564,SA,31,U001
102931,3000,400000,4863153.993312566,SA,50,U002
102932,3000,400001,7567014.885366423,SA,31,U003
102933,1000,400000,4351854.557552345,KR,31,U003
102934,2000,400000,4482644.698733921,SA,31,U002
102935,1000,400000,4282204.708264021,SA,40,U002
102936,1000,400000,4859071.552636251,KR,50,U002
102937,1000,400000,6260174.326227541,KR,31,U001
102938,2000,400001,5808109.869418948,KR,40,U001
102939,3000,400000,3796356.9331323206,SA,31,U001
102940,3000,400001,5963296.060637749,SA,40,U001
102941,3000,500000,5546233.028896902,SA,50,U001
102942,2000,400000,5385110.261321458,KR,50,U003
102943,3000,400001,4452607.333247657,KR,50,U003
102944,2000,500000,4512071.761098067,SA,50,U003
102945,3000,500000,5109653.786580481,SA,31,U002
102946,3000,500000,4557469.870377379,KR,40,U003
102947,1000,400001,6050105.587271307,KR,50,U002
102948,2000,400000,4523235.4590994725,KR,31,U003
102949,1000,400000,3442588.5017373716,SA,50,U001
102950,1000,400001,3958834.4453096953,KR,50,U003
102951,1000,400000,4009629.3017401076,KR,50,U001
102952,2000,400001,4789321.541101338,KR,40,U001
102953,2000,400000,5172852.826855459,KR,40,U003
102954,3000,500000,5043040.349340233,SA,40,U003
102955,1000,400000,42949817.585228935,KR,50,U001
102956,3000,400001,4798175.980759456,SA,31,U002
102957,1000,400001,4826474.40420749,SA,31,U002
102958,2000,500000,6401487.979441617,KR,31,U003
102959,2000,400001,5964286.057008701,KR,50,U001
102960,2000,400000,5326640.385523652,SA,40,U002
102961,1000,400000,5733336.380541782,KR,31,U003
102962,2000,500000,3459027.8676050412,SA,50,U003
102963,1000,400001,4341969.104867647,KR,50,U001
102964,3000,500000,4654237.188795623,SA,31,U002
102965,1000,400000,34811097.843078375,SA,31,U003
102966,3000,500000,3763410.1529531777,SA,50,U002
102967,1000,400001,5336435.042052632,KR,31,U003
102968,3000,500000,6108598.207427696,SA,50,U003
102969,2000,400001,4989752.221600515,SA,31,U002
102970,3000,400001,44148365.09205751,KR,40,U002
102971,2000,400000,4965972.836809949,KR,50,U001
102972,2000,400000,4646688.952258608,SA,40,U001
102973,3000,400000,5735357.247214179,SA,31,U001
102974,1000,400001,3857447.2473539407,KR,50,U001
102975,1000,500000,3509277.8032435477,SA,31,U002
102976,1000,400001,3846160.1424716627,KR,50,U001
102977,1000,400000,5682870.382620871,KR,31,U002
102978,1000,400000,5069768.88550887,KR,40,U003
102979,2000,500000,5301230.383397429,SA,40,U002
102980,1000,400000,6341538.394766039,KR,31,U001
102981,2000,400000,4069328.260359079,SA,40,U002
102982,2000,400000,5963336.295331094,SA,40,U002
102983,2000,500000,4682940.468681097,KR,31,U002
102984,3000,400001,4561311.299802609,KR,50,U002
102985,3000,400000,5064976.301801283,KR,31,U002
102986,2000,500000,5190189.004543889,KR,50,U001
102987,3000,400000,4831566.288341409,SA,40,U002
102988,1000,500000,5488251.440849306,SA,40,U001
102989,1000,400000,5068194.461448861,KR,40,U003
102990,2000,500000,4840534.706598032,SA,40,U002
102991,1000,400000,4666972.691376175,KR,40,U003
102992,2000,400001,5190677.17257412,SA,50,U001
102993,2000,400000,3914673.7380431155,SA,50,U002
102994,1000,500000,4140428.9360160097,SA,50,U003
102995,3000,400000,4706039.944643055,KR,31,U001
102996,1000,400001,5435900.047751671,SA,40,U003
102997,1000,400000,6714280.098979886,SA,40,U002
102998,2000,500000,38980315.93034494,SA,40,U002
102999,2000,500000,3580614.9669313896,SA,31,U002
103000,2000,400001,4367801.992294161,KR,31,U001
103001,2000,500000,5527113.479673784,SA,31,U003
103002,3000,400000,4223774.312840842,KR,40,U001
103003,3000,400000,3955403.7936972445,KR,50,U003
103004,3000,400000,5522935.121291263,SA,31,U001
103005,2000,500000,5371904.04871433,SA,31,U002
103006,2000,400000,3821967.405794563,KR,50,U003
103007,2000,400000,4284005.323635455,KR,31,U003
103008,3000,400000,5995736.141453996,KR,50,U003
103009,2000,400001,45458203.32860378,SA,40,U001
103010,1000,500000,4042102.787359058,SA,50,U002
103011,1000,500000,3408888.5160705717,KR,50,U003
103012,2000,500000,5214814.332688698,KR,40,U001
103013,1000,400001,4763145.603809016,KR,31,U003
103014,1000,500000,5145393.517381657,SA,40,U002
103015,3000,400001,5507729.555075151,SA,31,U003
103016,2000,400001,4234984.466083182,KR,31,U002
103017,2000,500000,4654283.578731281,SA,50,U001
103018,3000,400000,4280753.18103536,KR,40,U001
103019,1000,400000,4309411.973615607,SA,50,U002
103020,1000,500000,5451807.354659543,KR,40,U002
103021,2000,500000,5115254.865075532,SA,40,U001
103022,1000,400001,3749646.5839114105,SA,50,U002
103023,3000,500000,5580082.91353321,SA,31,U002
103024,3000,400001,37759551.52269952,SA,31,U003
103025,2000,500000,5616932.325462338,SA,40,U001
103026,3000,400000,4188209.56324301,SA,31,U001
103027,3000,400000,4259449.5850418955,SA,50,U002
103028,2000,500000,5201369.838485334,KR,50,U002
103029,3000,400001,32982655.43571408,KR,50,U002
103030,3000,400000,4780095.063406587,KR,40,U001
103031,3000,400001,4031941.2301125806,SA,40,U003
103032,1000,500000,4686904.213542679,SA,31,U001
103033,2000,500000,4974516.614556082,SA,50,U003
103034,2000,400000,5012206.347920607,KR,50,U002
103035,2000,500000,4708202.182986921,KR,40,U001
103036,1000,400000,5266680.24025451,KR,40,U003
103037,1000,400001,5118239.236409631,KR,40,U001
103038,2000,400000,4928506.669010557,KR,50,U003
103039,1000,400000,4499319.573831117,KR,50,U003
103040,2000,400001,5854594.999662807,SA,31,U001
103041,1000,400000,5309029.766586076,KR,50,U002
103042,3000,400000,4171112.908886404,SA,31,U001
103043,3000,500000,5519107.100552394,KR,31,U002
103044,2000,400001,5700394.909562141,KR,50,U003
103045,1000,400000,4934748.192566258,SA,31,U003
103046,1000,400001,4987930.139140315,SA,31,U001
103047,3000,400001,3352903.45649343,SA,40,U001
103048,3000,400000,4325247.138674621,KR,50,U002
103049,1000,500000,5674955.533082123,KR,31,U002
103050,1000,400001,4373901.441437968,SA,31,U001
103051,1000,400000,4872126.4622549,KR,31,U002
103052,1000,400001,4313103.8959473865,SA,50,U002
103053,1000,500000,5184652.467865384,KR,40,U001
103054,1000,500000,5314994.044114313,KR,40,U001
103055,2000,500000,5336379.729388147,KR,50,U003
103056,1000,400000,4088511.2323146393,SA,50,U003
103057,3000,400000,5085361.685469243,KR,50,U001
103058,2000,500000,6261255.809057511,SA,50,U003
103059,1000,400000,5598790.990787729,SA,40,U002
103060,3000,500000,5074664.988872871,SA,31,U001
103061,2000,400000,27641764.212025344,SA,31,U003
103062,3000,500000,4800514.817512164,SA,50,U001
103063,1000,400001,50536739.7161447,SA,50,U003
103064,1000,500000,6054885.468810479,SA,31,U001
103065,1000,500000,5369134.6598291695,SA,40,U002
103066,1000,400000,4424535.670324169,SA,50,U003
103067,2000,400000,5041823.185956361,KR,50,U001
103068,2000,400000,44950277.33366737,SA,40,U002
103069,3000,400000,5752431.354903411,KR,40,U003
103070,1000,400000,5250096.244516663,SA,40,U003
103071,3000,400000,5684031.746174119,KR,50,U001
103072,2000,400001,4953045.9362697285,KR,40,U002
103073,1000,500000,4917674.669527467,KR,50,U001
103074,1000,500000,4632867.982582398,KR,50,U003
103075,2000,500000,5339629.465894666,KR,40,U001
103076,2000,400001,5800272.217787057,KR,31,U001
103077,2000,500000,5566755.096588388,SA,40,U002
103078,2000,400001,4025570.8149183122,SA,31,U002
103079,2000,400001,4068420.547861699,SA,40,U003
103080,1000,400001,5882911.906809972,SA,40,U002
103081,2000,500000,5141258.251027554,SA,50,U001
103082,1000,400001,5172518.521181327,SA,50,U003
103083,1000,500000,5154491.70695202,KR,50,U002
103084,2000,500000,6401311.601258852,SA,50,U001
103085,2000,400000,4642972.145475265,KR,50,U001
103086,1000,400000,5893307.308540914,KR,50,U003
103087,2000,400001,5186885.619456134,KR,50,U003
103088,2000,400001,3719589.616587958,KR,31,U002
103089,2000,500000,4340118.175989905,KR,31,U002
103090,3000,400001,4514375.533043244,KR,50,U002
103091,1000,400001,5874486.411572893,SA,31,U002
103092,3000,500000,5981838.245434062,KR,40,U003
103093,2000,400001,5283083.080622672,KR,31,U001
103094,3000,400001,4581781.376254964,SA,50,U001
103095,2000,500000,4271215.10715981,SA,31,U002
103096,3000,500000,5910064.81492928,SA,40,U003
103097,2000,400000,31778864.582937233,SA,31,U002
103098,3000,500000,4916887.772601907,SA,50,U002
103099,3000,400000,6891576.968256006,SA,40,U003
103100,3000,400001,4584170.249569877,SA,40,U001
103101,1000,500000,3982641.416256709,KR,31,U001
103102,3000,500000,3587633.579761457,SA,40,U002
103103,1000,500000,6923203.538264559,KR,40,U003
103104,2000,400001,5278901.679564437,SA,40,U001
103105,3000,400000,4304739.513118844,SA,50,U001
103106,2000,400001,4848690.704681266,KR,40,U003
103107,2000,400001,4469635.345792281,SA,31,U003
103108,3000,500000,3509155.1677657543,SA,31,U001
103109,1000,400000,5630493.946763029,SA,40,U002
103110,3000,400001,5027050.257915846,SA,31,U002
103111,2000,500000,5563987.022974351,SA,40,U001
103112,2000,400001,40041923.1156854,SA,31,U002
103113,3000,400001,5104996.188638841,SA,40,U002
103114,1000,500000,3212142.094368604,KR,40,U003
103115,1000,500000,5726278.201605862,SA,40,U003
103116,2000,400000,4129352.198109385,KR,50,U003
103117,2000,400001,4334333.138468426,KR,31,U002
103118,1000,500000,4577702.156396787,KR,40,U003
103119,3000,500000,3353053.142059612,KR,50,U003
103120,2000,400000,4533954.793709321,KR,50,U001
103121,1000,400000,4478252.710610617,KR,40,U003
103122,2000,500000,4697733.224853862,KR,40,U001
103123,3000,400000,3639056.386207697,SA,40,U002
103124,1000,500000,5742167.106849045,SA,40,U003
103125,2000,400001,5318445.262556458,SA,40,U001
103126,3000,400000,4308767.843712771,KR,31,U001
103127,2000,400001,4534762.870170279,SA,40,U001
103128,3000,400001,5670518.663018479,KR,40,U002
103129,3000,400001,4794019.975103824,KR,31,U003
103130,1000,500000,4007571.336637011,SA,50,U002
103131,3000,400001,4933126.5039321,KR,31,U001
103132,2000,400001,4129725.574566749,KR,50,U002
103133,3000,400001,4433701.460702022,SA,50,U002
103134,3000,500000,4959500.720781928,KR,31,U001
103135,1000,400001,46753353.37539622,SA,40,U003
103136,3000,400001,6618659.795384066,KR,50,U003
103137,3000,400000,6090092.497105844,KR,40,U002
103138,2000,500000,4942515.008958082,SA,31,U003
103139,1000,400001,54447038.72762993,SA,50,U001
103140,1000,400000,5446615.475494631,SA,40,U003
103141,1000,500000,4216249.168549014,KR,50,U002
103142,3000,500000,40605119.054866284,KR,50,U001
103143,1000,500000,35795733.45999439,SA,31,U001
103144,3000,500000,4001675.2589376923,SA,40,U001
103145,3000,500000,4060620.9780334323,SA,40,U002
103146,2000,500000,4882212.6574604465,KR,50,U002
103147,2000,400001,5603364.792490726,KR,40,U003
103148,2000,400001,5854562.604636721,SA,50,U002
103149,2000,400001,4004225.6666468955,SA,31,U001
103150,2000,400001,4757393.05406313,SA,31,U002
103151,3000,400000,5389272.543788046,KR,40,U002
103152,3000,400001,5121486.876601288,SA,31,U003
103153,1000,500000,5555637.093637517,SA,31,U001
103154,3000,400001,4652245.036175314,SA,40,U003
103155,3000,400001,6018332.18808413,KR,50,U003
103156,2000,500000,4996606.382552769,KR,31,U003
103157,3000,400001,5606179.308576966,SA,40,U001
103158,2000,400001,4695381.028314318,KR,40,U003
103159,1000,400001,5046712.7548308065,SA,40,U001
103160,1000,400000,3723179.3188572195,SA,31,U003
103161,3000,400001,4330595.783966423,SA,31,U003
103162,1000,500000,4834029.049173663,SA,50,U001
103163,3000,500000,5080049.234613625,KR,50,U002
103164,1000,400001,7144961.240945257,SA,50,U003
103165,2000,400001,4694480.0057390295,SA,50,U002
103166,2000,400001,3898687.8143994203,KR,50,U003
103167,2000,500000,6361987.775563939,SA,50,U002
103168,2000,500000,5863070.200822745,KR,40,U002
103169,3000,400000,4074790.23727531,SA,50,U002
103170,1000,400000,5372209.655903447,SA,31,U002
103171,3000,400000,5668165.138663613,SA,50,U002
103172,2000,500000,5131060.090799773,SA,31,U001
103173,3000,400000,5260657.536318274,KR,50,U002
103174,1000,400001,4494195.065392704,SA,40,U001
103175,3000,400001,5403031.465777926,KR,40,U003
103176,1000,500000,4606916.576335044,KR,31,U001
103177,3000,400000,2883684.6834447775,KR,50,U002
103178,1000,400001,5157012.777652889,SA,40,U001
103179,1000,500000,3659240.5483618705,KR,40,U002
103180,2000,400000,5810795.330766181,KR,50,U001
103181,1000,400001,4095343.8852518136,KR,31,U003
103182,2000,400000,3037596.632863706,SA,31,U002
103183,2000,500000,3584567.0713149495,SA,31,U002
103184,2000,400000,4966818.673369132,KR,40,U001
103185,3000,500000,5149206.249792055,KR,50,U001
103186,3000,400000,3869890.5469516804,SA,40,U001
103187,3000,400001,4142089.3962061754,KR,40,U001
103188,3000,500000,4993544.889690895,KR,40,U001
103189,1000,500000,5777782.206376505,KR,40,U002
103190,1000,500000,4031934.2554096896,SA,50,U003
103191,3000,400000,5303340.210014315,KR,40,U001
103192,1000,400000,28872379.974533476,KR,40,U002
103193,1000,400001,5252710.989363627,SA,31,U003
103194,2000,500000,5604633.664844754,KR,40,U003
103195,2000,500000,5419365.288578005,SA,50,U001
103196,2000,400000,46364145.79640126,SA,40,U002
103197,2000,400000,5742193.920423074,SA,50,U002
103198,1000,400001,6477545.452760097,KR,50,U002
103199,3000,400001,5086894.735247269,KR,50,U002
103200,1000,400000,6479913.108557635,KR,31,U002
103201,1000,500000,4244720.727930734,KR,31,U003
103202,1000,400001,4835726.605022821,KR,40,U003
103203,2000,400000,4907997.461567947,KR,40,U003
103204,2000,400000,4165772.4326478704,KR,40,U002
103205,2000,500000,3111472.9062287044,KR,50,U003
103206,3000,400000,5695438.689449321,SA,50,U003
103207,1000,400000,4256052.676877873,KR,50,U001
103208,3000,400001,37434694.353389144,KR,40,U003
103209,2000,400000,6267668.211816556,SA,40,U001
103210,3000,400000,5457668.060378249,KR,40,U002
103211,1000,400001,6392169.163788022,SA,40,U002
103212,1000,500000,5096424.827277019,KR,31,U002
103213,2000,500000,5444394.181838167,KR,31,U002
103214,2000,400001,4807462.7539997995,SA,31,U003
103215,3000,400001,4321042.960978783,SA,40,U001
103216,2000,500000,5441434.36330825,KR,31,U002
103217,2000,500000,4651279.032135608,SA,31,U002
103218,1000,500000,5515617.572994979,KR,40,U001
103219,2000,500000,4543624.785609425,KR,31,U001
103220,2000,500000,4859693.397851586,KR,40,U001
103221,1000,400001,4923773.995759539,KR,40,U001
103222,1000,400000,5861572.020036527,KR,40,U001
